experiment,round,client_id,loss,lambda
loss_adaptive,1,1,0.5846276959138257,0.3330017453325646
loss_adaptive,1,2,0.5760021059312553,0.325118371816439
loss_adaptive,1,3,0.5923580663830208,0.3540759682655334
loss_adaptive,1,4,0.5821572722744768,0.3349817621446874
loss_adaptive,2,1,0.5460461656623912,0.3326196506201664
loss_adaptive,2,2,0.5567048905151231,0.3439777948494468
loss_adaptive,2,3,0.5555026263165075,0.3506658829790254
loss_adaptive,2,4,0.5543642506329682,0.3352266392351067
loss_adaptive,3,1,0.5279355826221894,0.3536297726296933
loss_adaptive,3,2,0.5352544018200466,0.3649088128336838
loss_adaptive,3,3,0.5329580430211968,0.3680585184909778
loss_adaptive,3,4,0.5140449303562624,0.3406462266932439
loss_adaptive,4,1,0.4750167333653995,0.3748136487390314
loss_adaptive,4,2,0.4648746538942105,0.3668687867227002
loss_adaptive,4,3,0.4727435911167933,0.3799150889146261
loss_adaptive,4,4,0.4684728828877428,0.3637529804106176
loss_adaptive,5,1,0.4573588546748473,0.37177843969559
loss_adaptive,5,2,0.4639210211379187,0.3729612015719925
loss_adaptive,5,3,0.4652792023879856,0.3832383350620056
loss_adaptive,5,4,0.4636972880493985,0.3751199504319769
loss_adaptive,6,1,0.4183819057153804,0.4280738583100693
loss_adaptive,6,2,0.4092335985085674,0.4223502470511142
loss_adaptive,6,3,0.419822564504666,0.435710566669869
loss_adaptive,6,4,0.4088167467691602,0.4225417648571251
loss_adaptive,7,1,0.3586922541399982,0.4863051457382808
loss_adaptive,7,2,0.3703426777252129,0.4901054235441344
loss_adaptive,7,3,0.3709732011043826,0.4954183802591356
loss_adaptive,7,4,0.3612933432968863,0.4829077542263226
loss_adaptive,8,1,0.3519389609867167,0.4949517016098878
loss_adaptive,8,2,0.3659242809351001,0.4996241461485624
loss_adaptive,8,3,0.3594494470337915,0.5057358192331964
loss_adaptive,8,4,0.3543904507464736,0.4913622867451967
loss_adaptive,9,1,0.3562538834022624,0.5066675216491733
loss_adaptive,9,2,0.3443336481245879,0.5052209967207686
loss_adaptive,9,3,0.3540429820894529,0.5148598243737353
loss_adaptive,9,4,0.3426586516799718,0.5002808926531869
loss_adaptive,10,1,0.3657019439144669,0.4737233834288945
loss_adaptive,10,2,0.3757602096136127,0.4795472715049982
loss_adaptive,10,3,0.372710272420052,0.484953556313861
loss_adaptive,10,4,0.3637885752603085,0.4716795304395856
loss_adaptive,11,1,0.3698491245229667,0.4669983815924029
loss_adaptive,11,2,0.3789355201380593,0.473996178912265
loss_adaptive,11,3,0.378143012856638,0.4776535094117319
loss_adaptive,11,4,0.3682267359138405,0.4655182749903115
loss_adaptive,12,1,0.3550834775528061,0.4872227235932216
loss_adaptive,12,2,0.3672577305031674,0.4901076097573553
loss_adaptive,12,3,0.3623262444021981,0.4968276470067115
loss_adaptive,12,4,0.3535790267216898,0.4835045089686874
loss_adaptive,13,1,0.3330718011499565,0.5157924495010733
loss_adaptive,13,2,0.3494991723980222,0.5197530921016421
loss_adaptive,13,3,0.3400950654924914,0.5272386655128202
loss_adaptive,13,4,0.3327118136586934,0.5134062680014728
loss_adaptive,14,1,0.3432382403690124,0.5011753222652685
loss_adaptive,14,2,0.3569572751543352,0.5064940410000938
loss_adaptive,14,3,0.3506987429530926,0.5112445369446078
loss_adaptive,14,4,0.3415356286033226,0.4977551728051944
loss_adaptive,15,1,0.340442011010981,0.5064121863552343
loss_adaptive,15,2,0.3540201541036367,0.5122178944626025
loss_adaptive,15,3,0.346195400593667,0.5170979305019592
loss_adaptive,15,4,0.3371953915287978,0.5029032963470821
loss_adaptive,16,1,0.3447159539375986,0.5253003314137459
loss_adaptive,16,2,0.3299978751445485,0.5201842350380443
loss_adaptive,16,3,0.3377315017431141,0.5316691443573829
loss_adaptive,16,4,0.3284715754489829,0.5172000425140353
loss_adaptive,17,1,0.3305626882013873,0.5190170872434278
loss_adaptive,17,2,0.3449507134833506,0.525844916967409
loss_adaptive,17,3,0.3379428724669877,0.5292774696922835
loss_adaptive,17,4,0.3330820597653841,0.5149966460944962
loss_adaptive,18,1,0.3247978926819062,0.5269446943964914
loss_adaptive,18,2,0.3401497320405074,0.5316877149577651
loss_adaptive,18,3,0.3318983762623878,0.5390016013683554
loss_adaptive,18,4,0.3304357343781604,0.5255841783580989
loss_adaptive,19,1,0.3392583014809082,0.5057392560433005
loss_adaptive,19,2,0.3558307705180986,0.5144379463578973
loss_adaptive,19,3,0.3463522535462619,0.5150481489117585
loss_adaptive,19,4,0.3374579907768834,0.5019710148773054
loss_adaptive,20,1,0.3621461436684642,0.5005977936089039
loss_adaptive,20,2,0.3473210295784139,0.4935968022480189
loss_adaptive,20,3,0.3571362432154863,0.5042518344005393
loss_adaptive,20,4,0.3488738941450188,0.490329609082563
