experiment,round,client_id,loss,lambda
loss_adaptive_kl,1,1,0.4215120427258365,0.9166780697715866
loss_adaptive_kl,1,2,0.394954138309569,0.9060858399481386
loss_adaptive_kl,1,3,0.4272882974018221,0.8997877013424168
loss_adaptive_kl,1,4,0.4646526444986992,0.9064329042652536
loss_adaptive_kl,2,1,0.4083920681810045,0.9132258020914518
loss_adaptive_kl,2,2,0.387748472191192,0.8955778262099704
loss_adaptive_kl,2,3,0.4083799476856771,0.8980232836759608
loss_adaptive_kl,2,4,0.4291560161234763,0.9133857004533564
loss_adaptive_kl,3,1,0.416367345964992,0.8930318826562041
loss_adaptive_kl,3,2,0.3903195735167812,0.904058114096925
loss_adaptive_kl,3,3,0.4165098621793415,0.911842503949352
loss_adaptive_kl,3,4,0.4373096996152461,0.8983707379568652
loss_adaptive_kl,4,1,0.3923233882947401,0.9614703496852954
loss_adaptive_kl,4,2,0.3694419282916429,0.9521448648459202
loss_adaptive_kl,4,3,0.3872643474327481,0.9601723580904628
loss_adaptive_kl,4,4,0.412950579738859,0.961152730556914
loss_adaptive_kl,5,1,0.3593103885650635,0.965862731675844
loss_adaptive_kl,5,2,0.3784699317041811,0.9702674629804972
loss_adaptive_kl,5,3,0.3735560091293376,0.964158874814925
loss_adaptive_kl,5,4,0.43350920519853,0.9499665332324614
loss_adaptive_kl,6,1,0.3962167882835948,0.9719893632235228
loss_adaptive_kl,6,2,0.3764375997958956,0.9628677787007512
loss_adaptive_kl,6,3,0.3978640950568344,0.9576954297397448
loss_adaptive_kl,6,4,0.4187922987538546,0.96454466175912
loss_adaptive_kl,7,1,0.36904000839987,0.9734347616875922
loss_adaptive_kl,7,2,0.3536247222407444,0.965793027668386
loss_adaptive_kl,7,3,0.3635391431010287,0.9649169030396836
loss_adaptive_kl,7,4,0.3958882448939502,0.9701930935007668
loss_adaptive_kl,8,1,0.3611467196731954,0.958862911205034
loss_adaptive_kl,8,2,0.388654205140534,0.9631384311022458
loss_adaptive_kl,8,3,0.3760354468679946,0.9721709781366846
loss_adaptive_kl,8,4,0.4073919945864508,0.9731159186000148
loss_adaptive_kl,9,1,0.3773571586275434,0.9722796882782784
loss_adaptive_kl,9,2,0.3567598818524464,0.9708413083005596
loss_adaptive_kl,9,3,0.3746205715705519,0.9727460113556488
loss_adaptive_kl,9,4,0.3983560880731205,0.9734132864753609
loss_adaptive_kl,10,1,0.3729737242618641,0.9766845319654558
loss_adaptive_kl,10,2,0.3423509811227386,0.977702451316086
loss_adaptive_kl,10,3,0.3589486597996691,0.9774287569782008
loss_adaptive_kl,10,4,0.3973044747023413,0.9737288734029392
loss_adaptive_kl,11,1,0.3456926438454035,0.9775931863365946
loss_adaptive_kl,11,2,0.3712111536439482,0.9799520506725444
loss_adaptive_kl,11,3,0.3956507916377885,0.9760929116137742
loss_adaptive_kl,11,4,0.3590907193720341,0.978681013635967
loss_adaptive_kl,12,1,0.3481250824155034,0.9802350538807948
loss_adaptive_kl,12,2,0.3695219790602064,0.9830822702888008
loss_adaptive_kl,12,3,0.3701499068866605,0.9741235297659168
loss_adaptive_kl,12,4,0.3887533320085651,0.9818136274512044
loss_adaptive_kl,13,1,0.3675805694990224,0.9850213565192856
loss_adaptive_kl,13,2,0.3455324247479439,0.9842263552788142
loss_adaptive_kl,13,3,0.3638446196589781,0.9782052555161974
loss_adaptive_kl,13,4,0.3953926781107326,0.9822835147683392
loss_adaptive_kl,14,1,0.3648215188429906,0.9825391098335906
loss_adaptive_kl,14,2,0.3491184882618285,0.9821314449245864
loss_adaptive_kl,14,3,0.3629466528477876,0.9847148274597914
loss_adaptive_kl,14,4,0.3937543506549699,0.98108454676449
loss_adaptive_kl,15,1,0.3645077577004066,0.9843839065178293
loss_adaptive_kl,15,2,0.341552739006442,0.9823273702247722
loss_adaptive_kl,15,3,0.3703348341843356,0.9765292538896851
loss_adaptive_kl,15,4,0.3855996324023619,0.9842860338651588
loss_adaptive_kl,16,1,0.3672713476877946,0.9874179992642436
loss_adaptive_kl,16,2,0.3417059853672981,0.9834827688094732
loss_adaptive_kl,16,3,0.3536412978301878,0.9856979296259258
loss_adaptive_kl,16,4,0.383448435419102,0.9881845882096266
loss_adaptive_kl,17,1,0.3643353052072591,0.9875664198315228
loss_adaptive_kl,17,2,0.3436913369475184,0.9861870689972028
loss_adaptive_kl,17,3,0.3607174297389777,0.9833700711960378
loss_adaptive_kl,17,4,0.3820680922965713,0.9846927535715442
loss_adaptive_kl,18,1,0.3713506918687086,0.9770615576030492
loss_adaptive_kl,18,2,0.3433103978231147,0.9757866863463376
loss_adaptive_kl,18,3,0.3580881046212237,0.9767592568760332
loss_adaptive_kl,18,4,0.3946332125191761,0.9774817446161648
loss_adaptive_kl,19,1,0.3623920954190768,0.9886392763444594
loss_adaptive_kl,19,2,0.3344980268865018,0.9869367057407225
loss_adaptive_kl,19,3,0.354529198097146,0.9862670477317728
loss_adaptive_kl,19,4,0.3827292137037074,0.9876203288886752
loss_adaptive_kl,20,1,0.3599307791336433,0.9903021554846864
loss_adaptive_kl,20,2,0.3356842165057723,0.988061529156324
loss_adaptive_kl,20,3,0.3502210961735766,0.9871719797020372
loss_adaptive_kl,20,4,0.379646682043366,0.989136344890304
